user_id,user_active_degree,is_lowactive_period,is_live_streamer,is_video_author,follow_user_num,follow_user_num_range,fans_user_num,fans_user_num_range,friend_user_num,friend_user_num_range,register_days,register_days_range,onehot_feat0,onehot_feat1,onehot_feat2,onehot_feat3,onehot_feat4,onehot_feat5,onehot_feat6,onehot_feat7,onehot_feat8,onehot_feat9,onehot_feat10,onehot_feat11,onehot_feat12,onehot_feat13,onehot_feat14,onehot_feat15,onehot_feat16,onehot_feat17
5469,full_active,0,0,1,130,"(100,150]",2,"[1,10)",1,"[1,5)",180,91-180,1,4,8,215,1,0,0,11,38,6,2,0,1,0,0,0,0,0
5470,full_active,0,0,0,18,"(10,50]",2,"[1,10)",0,0,29,31-60,1,1,13,543,0,0,1,4,260,6,2,0,0,1,0,0,0,0
5471,full_active,0,0,0,534,500+,9,"[1,10)",0,0,251,181-365,0,6,17,677,2,0,0,21,66,6,2,0,0,0,0,0,0,0
5472,full_active,0,0,0,20,"(10,50]",0,0,0,0,52,61-90,0,1,8,306,2,7,2,38,4,0,0,0,0,0,0,0,0,0
5473,full_active,0,0,0,11,"(10,50]",0,0,0,0,59,31-60,0,3,24,861,2,0,1,35,11,2,3,0,0,0,0,0,0,0
5474,high_active,0,0,0,26,"(10,50]",14,"[10,100)",3,"[1,5)",278,181-365,0,6,8,277,1,0,1,3,297,4,2,0,1,0,0,0,0,0
5475,full_active,0,0,0,34,"(10,50]",0,0,0,0,123,91-180,0,3,1,452,1,0,1,6,123,2,2,2,0,0,0,0,0,0
5476,full_active,0,0,0,29,"(10,50]",0,0,0,0,228,181-365,1,3,8,185,3,0,1,19,54,4,0,0,0,0,0,0,0,0
5477,full_active,0,0,0,122,"(100,150]",4,"[1,10)",1,"[1,5)",258,181-365,0,3,8,264,1,0,1,37,139,4,2,0,0,0,0,0,0,0
5478,full_active,0,0,0,7,"(0,10]",0,0,0,0,130,91-180,0,4,1,444,0,0,1,15,179,4,0,2,1,0,0,0,0,0
5479,full_active,0,0,0,14,"(10,50]",1,"[1,10)",1,"[1,5)",140,91-180,0,1,24,859,1,0,1,6,14,4,4,0,0,0,0,0,0,0
5480,full_active,0,0,0,1296,500+,2,"[1,10)",1,"[1,5)",254,181-365,0,6,17,614,1,0,1,37,55,3,3,0,0,0,1,0,0,0
5481,high_active,0,0,1,44,"(10,50]",16,"[10,100)",5,"[5,30)",733,366-730,1,1,8,178,0,0,0,36,157,3,3,0,1,0,0,0,0,0
5482,full_active,0,0,0,282,"(250,500]",21,"[10,100)",7,"[5,30)",542,366-730,0,6,17,674,1,0,0,25,239,3,3,0,1,1,1,0,0,0
5483,full_active,0,0,0,31,"(10,50]",6,"[1,10)",1,"[1,5)",295,181-365,1,1,8,170,0,0,1,6,17,5,4,0,0,0,0,0,0,0
5484,full_active,0,0,0,10,"(0,10]",3,"[1,10)",0,0,128,91-180,1,1,25,1043,0,0,0,40,92,4,2,0,0,0,0,0,0,0
5485,full_active,0,0,0,1,"(0,10]",0,0,0,0,248,181-365,0,1,8,370,1,0,1,4,244,5,3,0,0,0,0,0,0,0
5486,full_active,0,0,0,18,"(10,50]",0,0,0,0,305,181-365,1,2,8,285,0,0,1,37,249,6,2,0,0,0,0,0,0,0
5487,full_active,0,0,0,27,"(10,50]",0,0,0,0,303,181-365,1,4,8,250,0,0,0,34,218,6,2,0,0,0,0,0,0,0
5488,full_active,0,0,0,14,"(10,50]",1,"[1,10)",0,0,327,181-365,1,3,21,751,3,0,1,20,58,5,3,0,,,,,,
5489,full_active,0,0,1,242,"(150,250]",33,"[10,100)",33,"[30,60)",98,61-90,1,1,25,1023,0,0,0,11,78,6,3,0,1,1,0,0,0,0
5490,full_active,0,0,0,11,"(10,50]",0,0,0,0,52,31-60,0,6,25,1007,1,0,0,33,183,1,2,0,1,0,0,0,0,0
5491,full_active,0,0,0,67,"(50,100]",2,"[1,10)",2,"[1,5)",86,61-90,0,4,1,434,3,0,1,46,166,4,2,2,0,0,0,0,0,0
5492,full_active,0,0,0,38,"(10,50]",3,"[1,10)",1,"[1,5)",922,730+,0,1,24,873,1,0,1,37,48,1,4,0,0,1,0,0,0,0
5493,full_active,0,0,0,234,"(150,250]",15,"[10,100)",1,"[1,5)",320,181-365,1,1,17,625,1,0,1,4,192,5,3,0,0,0,0,0,0,0
5494,full_active,0,0,0,14,"(10,50]",0,0,0,0,140,91-180,1,6,8,223,1,0,1,35,11,2,2,0,0,1,0,0,0,0
5495,high_active,0,0,0,11,"(10,50]",5,"[1,10)",0,0,272,181-365,1,1,8,354,0,0,0,33,108,3,4,0,0,0,0,0,0,0
5496,full_active,0,0,0,10,"(0,10]",0,0,0,0,359,181-365,0,1,1,453,2,0,0,36,68,1,0,2,0,1,0,0,0,0
5497,high_active,0,0,1,7,"(0,10]",3,"[1,10)",1,"[1,5)",1481,730+,0,1,1,452,1,0,1,4,98,6,0,2,0,0,0,0,0,0
5498,full_active,0,0,0,45,"(10,50]",0,0,0,0,215,181-365,0,3,17,673,2,0,1,19,54,4,2,0,0,0,0,0,0,0
5499,full_active,0,0,0,235,"(150,250]",99,"[100,1k)",3,"[1,5)",316,181-365,0,4,17,659,1,0,1,19,59,5,0,0,0,0,0,0,0,0
5500,full_active,0,0,1,164,"(150,250]",2,"[1,10)",1,"[1,5)",247,181-365,0,1,17,613,1,0,1,6,213,6,3,0,1,0,0,0,0,0
5501,full_active,0,0,0,7,"(0,10]",6,"[1,10)",1,"[1,5)",409,366-730,0,3,17,645,2,0,0,34,193,6,2,0,0,0,0,0,0,0
5502,full_active,0,0,1,5,"(0,10]",1,"[1,10)",0,0,121,91-180,1,2,17,645,2,0,1,19,117,5,2,0,0,0,0,0,0,0
5503,full_active,0,0,0,24,"(10,50]",6,"[1,10)",0,0,278,181-365,1,2,25,978,2,0,1,20,278,6,4,0,0,0,0,0,0,0
5504,full_active,0,0,0,132,"(100,150]",4,"[1,10)",2,"[1,5)",96,91-180,0,3,17,620,1,0,0,12,77,5,2,0,0,0,0,0,0,0
5505,full_active,0,0,0,3,"(0,10]",0,0,0,0,186,91-180,0,1,8,233,0,0,1,7,172,6,2,0,1,0,0,0,0,0
5506,full_active,0,0,0,57,"(50,100]",3,"[1,10)",0,0,121,91-180,0,1,25,985,0,0,0,18,50,6,4,0,0,0,0,0,0,0
5507,full_active,0,0,1,230,"(150,250]",13,"[10,100)",12,"[5,30)",554,366-730,1,3,25,987,1,0,0,18,47,1,3,0,0,1,0,0,0,0
5508,full_active,0,0,0,76,"(50,100]",4,"[1,10)",0,0,134,91-180,0,1,8,325,0,0,0,34,198,6,2,0,0,0,0,0,0,0
5509,full_active,0,0,0,2,"(0,10]",0,0,0,0,64,61-90,0,1,24,878,1,0,0,21,308,5,3,0,0,0,0,0,0,0
5510,full_active,0,0,0,1999,500+,197,"[100,1k)",197,"[120,250)",189,91-180,0,4,8,206,2,0,0,34,169,3,2,0,0,0,0,0,0,0
5511,full_active,0,0,1,12,"(10,50]",4,"[1,10)",3,"[1,5)",72,31-60,1,3,24,856,4,0,1,16,309,4,2,0,0,1,0,0,0,0
5512,full_active,0,0,0,138,"(100,150]",7,"[1,10)",1,"[1,5)",329,181-365,0,3,21,735,0,0,1,37,105,3,2,0,0,0,0,0,0,0
5513,full_active,0,0,0,5,"(0,10]",5,"[1,10)",0,0,334,181-365,1,2,24,865,2,0,1,46,166,4,2,0,0,0,0,0,0,0
5514,high_active,0,0,0,42,"(10,50]",0,0,0,0,296,181-365,0,1,22,797,1,0,1,15,270,6,3,0,0,0,0,0,0,0
5515,full_active,0,0,0,12,"(0,10]",0,0,0,0,69,31-60,0,1,17,674,1,0,1,6,174,6,2,0,,0,0,0,0,0
5516,full_active,0,0,0,269,"(250,500]",3,"[1,10)",0,0,1287,730+,1,4,8,363,2,0,0,12,77,5,3,0,1,1,0,0,0,0
5517,full_active,0,0,0,146,"(100,150]",7,"[1,10)",6,"[5,30)",378,181-365,0,4,25,1029,0,0,1,16,171,6,0,0,0,0,0,0,0,0
5518,full_active,0,0,0,53,"(150,250]",2,"[1,10)",0,0,345,181-365,0,6,24,811,1,0,0,36,157,3,3,0,1,0,0,0,0,0
5519,full_active,0,0,0,61,"(50,100]",9,"[10,100)",0,0,629,366-730,0,4,8,187,2,0,0,34,169,3,2,0,0,0,1,0,0,0
5520,full_active,0,0,0,47,"(10,50]",2,"[1,10)",1,"[1,5)",195,91-180,1,1,13,530,0,0,1,6,323,3,4,0,1,0,0,0,0,0
5521,high_active,0,0,0,37,"(10,50]",1,"[1,10)",0,0,219,181-365,1,2,17,651,2,0,0,18,286,1,2,0,0,0,0,0,0,0
5522,full_active,0,0,0,1,"(0,10]",3,"[1,10)",0,0,152,91-180,0,1,8,336,2,0,1,16,171,6,0,0,0,0,0,0,0,0
5523,full_active,0,1,1,470,"(250,500]",68,"[10,100)",37,"[30,60)",1402,730+,0,4,25,998,0,0,0,25,265,1,2,0,1,0,0,0,0,0
5524,full_active,0,0,0,12,"(10,50]",10,"[10,100)",0,0,307,181-365,1,1,24,857,0,0,1,19,151,5,2,0,0,0,0,0,0,0
5525,full_active,0,0,0,15,"(10,50]",6,"[1,10)",6,"[5,30)",143,91-180,0,4,6,79,1,0,0,11,242,5,4,0,0,0,0,0,0,0
5526,full_active,0,0,0,8,"(0,10]",0,0,0,0,184,91-180,0,1,8,364,1,0,1,37,282,1,3,0,0,0,0,0,0,0
5527,UNKNOWN,0,0,0,9,"(0,10]",0,0,0,0,199,91-180,0,1,8,156,0,0,1,15,258,6,2,0,0,0,0,0,0,0
5528,full_active,0,0,0,455,"(250,500]",8,"[1,10)",4,"[1,5)",298,181-365,1,6,7,94,0,0,0,36,94,5,2,0,0,0,0,0,0,0
5529,full_active,0,0,0,19,"(10,50]",5,"[1,10)",1,"[1,5)",169,91-180,0,2,25,989,1,0,1,37,240,3,2,0,0,0,0,0,0,0
5530,full_active,0,0,0,8,"(0,10]",9,"[1,10)",0,0,360,181-365,1,1,24,871,1,0,1,0,64,5,0,0,0,0,0,0,0,0
5531,full_active,0,0,0,5,"(0,10]",0,"[1,10)",0,0,46,31-60,0,1,25,1010,0,0,1,20,263,1,4,0,1,0,1,0,0,0
5532,full_active,0,0,0,447,"(250,500]",1,"[1,10)",1,"[1,5)",97,61-90,0,3,23,41,,0,0,34,15,3,2,0,0,0,0,0,0,0
5533,high_active,0,0,1,69,"(50,100]",1,"[1,10)",0,0,242,181-365,0,1,8,156,0,0,0,13,70,3,4,0,0,0,0,0,0,0
5534,full_active,0,0,0,31,"(10,50]",3,"[1,10)",0,0,132,91-180,0,2,8,343,1,0,1,7,172,6,3,0,0,0,0,0,0,0
5535,full_active,0,0,0,102,"(100,150]",37,"[10,100)",30,"[30,60)",220,181-365,0,5,8,395,1,0,0,25,188,4,0,0,1,0,0,0,0,0
5536,full_active,0,0,0,377,"(250,500]",3,"[1,10)",3,"[1,5)",168,91-180,1,4,17,647,2,0,1,37,249,6,3,0,1,0,0,0,0,0
5537,full_active,0,0,1,60,"(50,100]",1,"[1,10)",0,0,266,181-365,0,5,24,925,1,0,1,37,134,3,4,0,0,0,0,0,0,0
5538,full_active,0,0,0,27,"(10,50]",0,0,0,0,191,91-180,1,1,13,557,0,0,0,25,281,1,2,0,1,0,0,0,0,0
5539,full_active,0,0,0,235,"(150,250]",0,0,0,0,167,91-180,0,5,17,674,1,0,0,25,90,5,2,0,1,0,0,0,0,0
5540,full_active,0,0,0,640,500+,6,"[1,10)",2,"[1,5)",191,91-180,0,5,8,416,3,0,1,45,228,1,0,0,0,0,1,0,0,0
5541,full_active,0,0,0,9,"(0,10]",0,0,0,0,57,31-60,0,1,25,977,1,0,0,12,338,3,3,0,0,0,0,0,0,0
5542,full_active,0,0,1,59,"(50,100]",9,"[1,10)",3,"[1,5)",566,366-730,1,1,17,604,0,0,0,11,38,6,3,0,0,0,0,0,0,0
5543,full_active,0,0,0,9,"(0,10]",1,"[1,10)",0,0,208,181-365,1,1,24,930,1,0,0,12,226,3,3,0,0,0,0,0,0,0
5544,full_active,0,0,0,10,"(10,50]",0,0,0,0,38,15-30,0,1,8,322,0,0,0,13,120,3,2,0,1,0,0,0,0,0
5545,full_active,0,0,1,116,"(100,150]",16,"[10,100)",14,"[5,30)",224,181-365,1,3,24,927,1,0,1,16,171,6,2,0,0,0,0,0,0,0
5546,full_active,0,0,1,67,"(50,100]",1,"[1,10)",1,"[1,5)",79,61-90,0,6,8,340,0,0,1,37,105,3,4,0,0,0,0,0,0,0
5547,full_active,0,0,0,8,"(0,10]",9,"[1,10)",0,0,383,181-365,1,2,10,470,1,0,1,15,179,4,2,0,1,1,1,0,0,0
5548,full_active,0,0,0,79,"(50,100]",2,"[1,10)",1,"[1,5)",120,91-180,0,3,25,1027,0,0,1,6,123,2,2,0,0,0,0,0,0,0
5549,full_active,0,0,0,19,"(10,50]",0,0,0,0,96,61-90,1,4,25,1000,1,0,1,8,45,3,4,0,1,0,0,0,0,0
5550,full_active,0,0,1,159,"(100,150]",0,0,0,0,1504,730+,1,4,8,347,0,0,1,6,138,5,2,0,1,0,0,0,0,0
5551,full_active,0,1,1,103,"(100,150]",125,"[100,1k)",62,"[60,120)",1049,730+,0,3,1,454,2,0,0,11,290,6,2,2,1,0,0,0,0,0
5552,full_active,0,0,0,36,"(10,50]",5,"[1,10)",0,0,139,91-180,0,3,17,648,2,0,0,12,327,1,3,0,0,0,0,0,0,0
5553,full_active,0,0,0,18,"(10,50]",0,0,0,0,370,181-365,1,2,8,376,0,0,0,25,239,3,2,0,0,0,0,0,0,0
5554,full_active,0,0,0,76,"(50,100]",2,"[1,10)",1,"[1,5)",98,91-180,0,1,17,611,1,0,0,13,79,6,4,0,1,0,0,0,0,0
5555,full_active,0,0,0,8,"(0,10]",0,0,0,0,40,31-60,1,1,25,1032,0,0,1,0,64,5,2,0,0,0,0,0,0,0
5556,high_active,0,0,0,19,"(10,50]",4,"[1,10)",2,"[1,5)",97,61-90,0,1,24,919,1,0,0,21,308,5,0,0,0,0,0,0,0,0
5557,high_active,0,0,0,23,"(10,50]",7,"[1,10)",1,"[1,5)",328,181-365,1,4,25,986,2,0,1,37,139,4,2,0,0,0,0,0,0,0
5558,full_active,0,0,0,192,"(150,250]",0,0,0,0,113,91-180,0,4,25,1049,1,0,1,3,297,4,2,0,1,0,0,1,0,0
5559,full_active,0,0,0,74,"(50,100]",2,"[1,10)",1,"[1,5)",215,181-365,0,3,25,1030,0,0,0,2,51,2,2,0,0,0,0,0,0,0
5560,full_active,0,0,0,52,"(50,100]",2,"[1,10)",2,"[1,5)",159,91-180,0,4,0,11,0,0,0,11,189,6,2,0,0,0,0,0,0,0
5561,full_active,0,0,0,41,"(10,50]",2,"[1,10)",1,"[1,5)",366,181-365,0,1,6,77,0,0,0,12,338,3,0,0,0,0,0,0,0,0
5562,full_active,0,0,0,7,"(0,10]",0,0,0,0,840,730+,0,3,17,632,2,0,1,19,284,6,3,0,0,1,0,0,0,0
5563,full_active,0,0,0,9,"(0,10]",0,0,0,0,80,61-90,0,1,8,361,2,0,1,6,314,3,2,0,0,0,0,0,0,0
5564,full_active,0,0,0,532,500+,6,"[1,10)",3,"[1,5)",237,181-365,0,6,24,917,1,0,0,21,308,5,2,0,0,0,0,0,0,0
5565,full_active,0,0,0,3,"(0,10]",0,0,0,0,78,61-90,0,2,1,457,3,0,1,6,123,2,4,2,0,0,0,0,0,0
5566,full_active,0,0,0,180,"(150,250]",0,0,0,0,310,181-365,1,6,8,277,1,0,0,36,94,5,2,0,1,0,0,0,0,0
5567,full_active,0,0,0,489,"(250,500]",6,"[1,10)",0,0,176,181-365,1,5,8,154,2,0,1,6,14,4,2,0,1,0,0,0,0,0
5568,full_active,0,0,0,7,"(0,10]",6,"[1,10)",0,0,147,91-180,0,1,8,377,0,0,1,4,192,5,2,0,0,0,0,0,0,0
5569,full_active,0,0,1,2000,500+,3,"[1,10)",0,0,832,730+,0,6,24,861,2,0,1,37,55,3,2,0,1,0,0,0,0,0
5570,full_active,0,0,0,216,"(150,250]",11,"[10,100)",2,"[1,5)",992,730+,0,1,25,1022,0,0,1,6,213,6,3,0,1,0,0,0,0,0
5571,full_active,0,0,0,18,"(10,50]",5,"[1,10)",1,"[1,5)",228,181-365,0,1,17,613,1,0,1,7,190,1,3,0,0,0,0,0,0,0
5572,full_active,0,0,0,13,"(10,50]",1,"[1,10)",0,0,132,91-180,0,3,8,213,2,0,1,19,140,5,2,0,0,0,1,0,0,0
5573,full_active,0,0,0,481,"(250,500]",8,"[10,100)",15,"[5,30)",267,181-365,1,4,17,671,1,0,1,37,195,3,2,0,0,0,0,0,0,0
5574,full_active,0,0,1,1590,500+,4,"[1,10)",3,"[1,5)",320,181-365,1,3,25,1026,0,0,0,12,226,3,2,0,1,0,0,0,0,0
5575,full_active,0,0,0,60,"(50,100]",2,"[1,10)",0,0,128,91-180,0,4,17,642,2,0,0,40,92,4,2,0,0,0,0,0,0,0
5576,full_active,0,0,0,7,"(0,10]",5,"[1,10)",0,0,160,181-365,0,2,25,1043,0,0,1,19,54,4,2,0,1,0,0,0,0,0
5577,full_active,0,0,0,7,"(0,10]",1,"[1,10)",1,"[1,5)",262,181-365,0,1,8,187,2,0,1,6,123,2,0,0,0,0,0,0,0,0
5578,full_active,0,0,1,43,"(150,250]",275,"[100,1k)",18,"[120,250)",202,181-365,1,1,24,878,1,0,1,4,244,5,3,0,,,,,,
5579,full_active,0,0,0,11,"(10,50]",3,"[1,10)",0,0,924,730+,1,1,18,597,2,0,0,25,306,3,2,0,1,1,1,0,0,0
5580,full_active,0,0,1,209,"(150,250]",5,"[1,10)",1,"[1,5)",241,181-365,1,1,25,986,2,0,1,4,260,6,3,0,0,0,0,0,0,0
5581,high_active,0,0,1,155,"(150,250]",5,"[1,10)",0,0,1825,730+,1,3,23,388,,0,0,11,78,6,3,0,1,1,0,0,0,1
5582,full_active,0,0,0,5,"(0,10]",4,"[1,10)",0,0,394,366-730,1,4,8,328,6,0,1,6,186,6,2,0,0,0,0,0,0,0
5583,full_active,0,0,0,33,"(10,50]",3,"[1,10)",0,0,69,31-60,1,1,8,282,0,0,0,2,51,2,2,0,0,0,0,0,0,0
5584,full_active,0,0,0,3,"(0,10]",0,0,0,0,41,31-60,0,1,17,646,3,0,1,6,174,6,2,0,0,0,0,0,0,0
5585,full_active,0,0,0,50,"(10,50]",4,"[1,10)",4,"[1,5)",281,181-365,1,4,24,841,1,0,0,12,77,5,2,0,0,0,0,0,0,0
5586,full_active,0,0,0,56,"(50,100]",2,"[1,10)",2,"[1,5)",291,181-365,1,6,24,914,0,0,1,35,11,2,2,0,0,1,0,0,0,0
5587,full_active,0,0,0,3,"(0,10]",4,"[1,10)",0,0,1013,730+,1,2,1,435,4,0,1,19,117,5,2,2,1,0,0,0,0,0
5588,full_active,0,0,1,7,"(0,10]",4,"[1,10)",0,0,990,730+,0,2,8,308,1,0,0,34,198,6,3,0,0,1,0,0,0,0
5589,high_active,0,0,0,3,"(0,10]",0,0,0,0,87,61-90,0,1,17,629,2,0,1,16,291,3,0,0,1,0,0,0,0,0
5590,full_active,0,0,1,983,500+,7,"[1,10)",0,0,1146,730+,1,1,17,614,1,0,1,16,268,6,4,0,0,0,0,0,0,0
5591,high_active,0,0,0,12,"(10,50]",1,"[1,10)",0,0,78,61-90,0,1,25,1044,1,0,0,25,163,1,2,0,0,0,0,0,0,0
5592,high_active,0,0,0,16,"(10,50]",17,"[10,100)",1,"[1,5)",102,91-180,0,1,24,29,2,0,0,25,188,4,2,0,0,0,0,0,0,0
5593,full_active,0,0,0,22,"(0,10]",4,"[1,10)",1,"[1,5)",143,91-180,1,4,25,994,3,0,1,6,35,5,2,0,1,1,1,0,0,0
5594,high_active,0,0,0,2,"(0,10]",0,0,0,0,64,31-60,0,1,8,162,1,0,0,2,51,2,2,0,0,0,0,0,0,0
5595,full_active,0,0,1,32,"(10,50]",1,"[1,10)",0,0,535,366-730,0,1,10,468,0,0,1,6,206,2,2,0,1,1,0,0,0,0
5596,full_active,0,0,0,88,"(50,100]",21,"[10,100)",19,"[5,30)",340,181-365,0,5,24,897,2,0,0,44,154,1,3,0,1,1,0,0,0,0
5597,full_active,0,0,0,31,"(10,50]",0,0,0,0,327,181-365,1,1,26,1062,0,0,0,2,51,2,0,0,0,0,0,0,0,0
5598,full_active,0,0,0,1,"(0,10]",0,0,0,0,374,181-365,0,1,4,1055,0,0,1,6,17,5,4,0,0,0,0,0,0,0
5599,full_active,0,0,0,52,"(50,100]",0,0,0,0,1175,730+,0,3,17,659,1,0,0,21,308,5,0,0,0,0,0,0,0,0
5600,full_active,0,0,0,50,"(10,50]",0,0,0,0,112,91-180,0,1,25,1032,0,0,1,16,291,3,2,0,1,0,0,0,0,0
5601,full_active,0,0,0,22,"(10,50]",0,0,0,0,90,61-90,0,1,25,1043,1,0,0,25,90,5,2,0,,,,,,
5602,full_active,0,0,0,22,"(50,100]",0,0,0,0,60,31-60,0,1,24,928,1,0,0,36,158,1,4,0,1,0,0,0,0,0
5603,full_active,0,0,1,1999,500+,4,"[1,10)",3,"[1,5)",256,181-365,1,6,17,659,1,0,0,44,243,1,2,0,0,0,0,0,0,0
5604,full_active,0,0,1,1,"(0,10]",18,"[10,100)",0,0,375,181-365,1,1,8,402,0,0,1,6,257,3,2,0,0,0,0,0,0,0
5605,middle_active,0,0,0,1,"(0,10]",0,0,0,0,38,31-60,0,1,25,1041,1,0,1,6,123,2,0,0,0,0,0,0,0,0
5606,high_active,0,0,0,34,"(10,50]",2,"[1,10)",0,0,48,31-60,1,2,16,580,1,0,1,8,103,3,2,0,1,0,0,0,0,0
5607,full_active,0,0,0,1,"(0,10]",0,0,0,0,18,31-60,1,2,1,454,2,0,1,6,191,3,4,2,1,0,0,0,0,0
5608,full_active,0,0,0,362,"(250,500]",8,"[1,10)",0,0,295,181-365,0,6,25,987,1,0,0,2,51,2,0,0,1,0,0,0,0,0
5609,full_active,0,0,1,1499,500+,17,"[10,100)",6,"[5,30)",333,181-365,1,6,17,607,1,0,1,3,297,4,2,0,1,0,0,0,0,0
5610,full_active,0,0,1,64,"(50,100]",2,"[1,10)",1,"[1,5)",1044,730+,1,3,25,1032,0,0,1,45,271,3,2,0,0,0,0,0,0,0
5611,full_active,0,0,1,9,"(0,10]",5,"[1,10)",0,0,458,366-730,1,2,25,989,1,0,1,6,213,6,3,0,0,0,0,0,0,0
5612,full_active,0,0,0,11,"(10,50]",8,"[1,10)",2,"[1,5)",249,181-365,0,1,25,1042,0,0,0,13,273,3,3,0,0,0,0,0,0,0
5613,high_active,0,0,0,18,"(10,50]",0,0,0,0,773,730+,0,3,24,929,1,0,1,37,122,1,3,0,1,0,0,0,0,0
5614,full_active,0,0,1,7,"(0,10]",0,0,0,0,135,91-180,0,1,13,558,1,0,1,37,48,1,2,0,0,0,0,0,0,0
5615,full_active,0,0,0,13,"(10,50]",6,"[1,10)",0,0,477,366-730,1,2,8,317,1,0,1,6,213,6,2,0,1,0,1,0,0,0
5616,full_active,0,0,0,3,"(0,10]",0,0,0,0,10,31-60,0,1,8,156,0,0,1,6,138,5,4,0,0,0,0,0,0,0
5617,full_active,0,0,0,591,500+,9,"[1,10)",6,"[5,30)",228,181-365,0,6,21,758,0,0,1,37,287,1,4,0,0,0,0,0,0,0
5618,full_active,0,0,1,12,"(10,50]",1,"[1,10)",0,0,1440,730+,1,4,13,531,0,0,0,12,77,5,2,0,0,0,0,0,0,0
5619,full_active,0,0,0,19,"(10,50]",0,0,0,0,811,730+,1,1,6,85,0,0,1,15,32,3,3,0,1,0,0,0,0,0
5620,high_active,0,0,0,9,"(0,10]",2,"[1,10)",1,"[1,5)",27,31-60,1,1,23,40,,0,1,0,204,3,0,0,0,0,0,0,0,0
5621,full_active,0,0,0,36,"(10,50]",0,0,0,0,310,181-365,0,1,1,453,2,0,1,6,123,2,2,2,0,0,0,0,0,0
5622,full_active,0,0,0,50,"(50,100]",1,"[1,10)",0,0,369,181-365,1,4,25,1034,2,0,0,40,92,4,2,0,1,0,0,0,0,0
5623,full_active,0,0,1,18,"(10,50]",0,0,0,0,99,61-90,0,1,24,836,1,0,1,6,123,2,2,0,0,0,0,0,0,0
5624,high_active,0,0,0,2,"(0,10]",1,"[1,10)",0,0,95,61-90,0,1,25,978,1,0,0,12,226,3,2,0,1,1,0,0,0,0
5625,full_active,0,0,0,49,"(10,50]",14,"[10,100)",4,"[1,5)",316,181-365,0,4,21,751,3,0,0,36,94,5,2,0,0,0,0,0,0,0
5626,full_active,0,0,1,539,500+,10,"[10,100)",6,"[5,30)",273,181-365,0,1,25,957,0,0,0,25,265,1,2,0,0,0,0,0,0,0
5627,high_active,0,0,0,4,"(0,10]",5,"[1,10)",0,0,294,181-365,0,1,8,307,1,0,0,13,79,6,3,0,0,1,0,0,0,0
5628,full_active,0,0,1,1999,500+,2,"[1,10)",1,"[1,5)",365,181-365,1,6,8,305,0,0,1,3,297,4,2,0,0,0,0,0,0,0
5629,full_active,0,0,0,44,"(10,50]",2,"[1,10)",0,0,51,61-90,1,2,18,590,4,0,1,15,179,4,2,0,0,0,0,0,0,0
5630,full_active,0,0,0,626,500+,55,"[10,100)",33,"[30,60)",1366,730+,0,4,17,661,1,0,0,36,87,3,2,0,0,0,1,0,0,0
5631,full_active,0,0,0,105,"(100,150]",2,"[1,10)",1,"[1,5)",207,91-180,0,4,24,837,1,0,0,34,321,4,2,0,0,0,0,0,0,0
5632,high_active,0,0,0,9,"(0,10]",0,0,0,0,258,181-365,0,1,17,623,1,0,1,4,57,6,4,0,0,1,0,0,0,0
5633,full_active,0,0,0,9,"(0,10]",1,"[1,10)",0,0,301,181-365,1,1,17,604,0,0,1,4,98,6,3,0,0,0,0,0,0,0
5634,full_active,0,0,1,29,"(10,50]",22,"[10,100)",13,"[5,30)",212,181-365,0,4,24,922,1,0,0,21,232,1,3,0,0,0,0,0,0,0
5635,full_active,0,0,0,59,"(50,100]",12,"[10,100)",0,0,303,181-365,1,5,17,645,2,0,1,4,57,6,4,0,0,0,0,0,0,0
5636,full_active,0,0,0,2000,500+,8,"[1,10)",0,0,139,91-180,1,4,17,689,1,0,1,15,270,6,2,0,1,0,1,1,1,1
5637,full_active,0,0,0,26,"(10,50]",2,"[1,10)",0,0,328,181-365,1,4,25,998,0,0,1,15,179,4,3,0,0,0,0,0,0,0
5638,high_active,0,0,0,23,"(10,50]",4,"[1,10)",2,"[1,5)",487,366-730,1,4,8,338,5,0,1,16,136,3,3,0,0,0,1,0,0,0
5639,full_active,0,0,0,32,"(10,50]",0,0,0,0,276,181-365,0,3,25,1031,0,0,0,11,141,3,2,0,0,0,0,0,0,0
5640,full_active,0,0,0,60,"(50,100]",8,"[1,10)",5,"[5,30)",292,181-365,0,4,8,330,1,0,0,25,311,1,2,0,1,1,0,0,0,0
5641,full_active,0,0,1,32,"(10,50]",2,"[1,10)",1,"[1,5)",603,366-730,1,1,8,225,1,0,1,16,293,6,4,0,1,0,0,0,0,0
5642,full_active,0,0,0,23,"(10,50]",3,"[1,10)",3,"[1,5)",278,181-365,1,4,1,459,4,0,1,19,307,6,0,2,1,0,0,0,0,1
5643,full_active,0,0,1,121,"(100,150]",75,"[10,100)",26,"[5,30)",330,181-365,1,3,25,986,2,0,0,33,209,3,3,0,0,0,0,0,0,0
5644,full_active,0,0,0,76,"(50,100]",9,"[1,10)",0,0,292,181-365,1,4,8,231,2,0,0,12,88,6,2,0,0,0,0,0,0,0
5645,full_active,0,0,0,90,"(50,100]",11,"[10,100)",0,0,290,181-365,0,1,24,810,0,0,1,0,31,1,2,0,0,0,0,0,0,0
